blueWins	blueWardsPlaced	blueWardsDestroyed	blueFirstBlood	blueKills	blueEliteMonsters	blueDragons	blueHeralds	blueTowersDestroyed	blueTotalGold	blueTotalExperience	blueTotalMinionsKilled	blueTotalJungleMinionsKilled	redWardsPlaced	redWardsDestroyed	redFirstBlood	redKills	redEliteMonsters	redDragons	redHeralds	redTowersDestroyed	redTotalGold	redTotalExperience	redTotalMinionsKilled	redTotalJungleMinionsKilled
1	18	2	1	3	0	0	0	0	15667	17801	212	64	62	3	0	3	1	1	0	0	15023	17374	194	64
0	17	2	0	2	0	0	0	0	15239	18073	232	52	17	0	1	10	1	1	0	0	18688	20068	231	57
1	12	3	1	12	0	0	0	0	19049	20348	225	48	14	1	0	7	1	1	0	0	16149	18040	172	52
1	19	4	0	10	1	1	0	0	17872	18662	206	68	21	3	1	12	1	0	1	1	20568	18592	245	36
1	16	0	1	16	2	1	1	0	20943	19895	241	52	17	1	0	2	0	0	0	0	13096	14129	142	52
0	14	7	0	1	0	0	0	0	13167	15884	213	31	38	2	1	6	2	1	1	0	16567	18999	229	56
0	17	4	0	2	1	1	0	0	14653	16215	218	52	53	5	1	5	1	0	1	0	16040	18017	188	61
1	19	1	0	6	0	0	0	0	16780	18032	244	54	19	4	1	6	2	1	1	0	16527	18561	222	58
0	18	8	0	4	1	1	0	0	15453	17463	191	55	46	6	1	5	0	0	0	0	16292	18086	201	49
1	35	4	1	9	2	1	1	1	18768	19351	200	48	19	2	0	6	0	0	0	0	15823	16374	215	43
0	16	5	1	4	0	0	0	0	15246	16921	224	51	17	2	0	6	1	1	0	0	16592	19201	221	56
0	13	1	0	6	1	1	0	0	16658	18573	251	42	11	1	1	3	0	0	0	0	14707	16933	203	50
0	16	3	1	5	1	1	0	0	15399	16243	196	48	18	3	0	7	0	0	0	0	17563	18797	214	63
1	81	2	0	7	0	0	0	0	15685	16091	179	34	16	2	1	6	0	0	0	0	16502	17059	209	45
1	21	3	1	6	1	1	0	0	17303	18810	234	64	16	0	0	2	0	0	0	0	13660	15115	179	52
1	20	4	1	10	1	0	1	0	17555	19037	242	36	20	1	0	3	0	0	0	0	14489	16740	203	43
1	15	6	1	11	0	0	0	0	19645	18468	246	35	20	3	0	9	1	1	0	0	17404	17249	203	60
0	16	1	0	5	0	0	0	0	15068	16740	208	26	12	5	1	5	1	1	0	0	17001	18399	212	66
1	16	1	0	5	0	0	0	0	16025	19176	208	63	15	2	1	1	1	1	0	0	14139	16523	219	54
1	185	2	0	10	0	0	0	0	17849	18632	184	52	27	3	1	12	0	0	0	0	18136	18377	210	36
1	17	6	1	10	1	1	0	0	17756	18320	201	40	21	3	0	8	0	0	0	0	17901	18348	219	59
1	15	2	1	10	0	0	0	0	19151	19146	220	52	15	2	0	2	2	1	1	0	13910	16017	196	51
0	44	5	1	8	2	1	1	0	17298	18556	225	48	18	2	0	2	0	0	0	0	14323	15929	211	44
0	13	1	1	7	0	0	0	0	17740	18658	252	37	13	5	0	6	2	1	1	0	16321	17622	215	56
0	14	3	0	4	1	1	0	0	14826	17334	206	59	15	1	1	6	0	0	0	0	17112	18260	232	50
0	17	4	1	5	1	1	0	0	16695	19112	257	56	14	2	0	3	0	0	0	0	15144	17631	224	52
0	15	4	1	3	0	0	0	0	15259	17346	206	64	20	4	0	8	1	1	0	0	17997	19105	251	56
1	20	3	0	7	1	0	1	0	16294	17489	182	58	17	3	1	8	0	0	0	0	17612	18116	237	44
1	17	2	0	9	1	0	1	1	19484	20010	267	52	16	4	1	4	1	1	0	0	15946	17106	230	52
0	26	2	0	3	0	0	0	0	14983	17248	203	44	12	4	1	10	2	1	1	0	18200	18849	223	51
1	16	3	1	14	1	1	0	0	20433	19171	219	45	15	1	0	7	0	0	0	0	15597	16458	165	43
1	24	4	1	10	2	1	1	0	18256	18201	186	58	17	3	0	7	0	0	0	0	16767	18393	247	28
1	13	5	1	10	0	0	0	0	18402	20050	258	48	14	4	0	4	1	1	0	0	15091	16884	197	56
1	19	6	1	8	2	1	1	0	17537	19766	236	60	25	6	0	6	0	0	0	0	15529	17052	210	42
1	12	3	0	4	1	0	1	1	16359	17785	229	43	27	4	1	7	1	1	0	0	17471	17826	208	56
1	17	3	1	10	2	1	1	1	19263	19347	197	50	21	3	0	6	0	0	0	0	15423	16182	204	38
0	12	1	0	3	0	0	0	0	15140	16118	217	60	85	0	1	12	1	0	1	1	20598	19731	215	52
1	52	4	1	5	1	0	1	0	15574	16955	206	44	17	6	0	2	1	1	0	0	15068	17097	229	52
0	16	2	1	9	0	0	0	0	17299	18742	200	43	15	4	0	9	0	0	0	0	17123	17953	221	52
1	20	4	0	9	0	0	0	0	18402	19507	223	68	16	2	1	5	2	1	1	0	15820	16775	202	40
1	59	2	0	6	0	0	0	0	16896	18779	258	46	18	4	1	5	1	1	0	0	16437	17453	244	44
0	19	3	1	13	0	0	0	0	19145	19160	218	40	15	4	0	4	1	1	0	0	14198	15949	203	36
1	18	1	1	8	1	1	0	0	18433	19855	237	54	10	1	0	2	1	0	1	0	13674	16576	183	44
0	15	1	0	7	0	0	0	0	15707	16724	206	38	18	2	1	8	2	1	1	0	16675	17753	218	43
1	11	4	0	15	1	0	1	0	20880	21004	231	41	12	0	1	7	1	1	0	0	16586	18444	216	61
1	13	4	1	8	1	1	0	0	17800	19759	223	72	12	3	0	9	0	0	0	0	17895	19565	232	52
0	95	4	1	9	1	1	0	1	19585	19143	244	51	17	1	0	6	0	0	0	0	15804	18110	201	64
1	14	4	0	2	0	0	0	0	14836	17216	210	56	26	4	1	6	0	0	0	0	16540	19003	226	64
1	21	2	0	8	0	0	0	0	17334	16960	213	45	16	6	1	9	1	1	0	0	18063	17152	219	43
1	22	3	0	2	0	0	0	0	14981	17943	247	57	14	3	1	5	0	0	0	0	15255	18135	214	44
1	16	5	0	8	0	0	0	0	16684	17360	205	40	20	6	1	6	1	1	0	0	16407	17108	202	52
0	18	1	0	7	0	0	0	0	15533	17431	186	48	50	2	1	5	2	1	1	0	15386	16849	180	44
0	16	2	0	6	0	0	0	0	16288	18071	209	56	14	3	1	9	1	0	1	0	17450	19078	204	56
1	57	6	1	10	1	0	1	1	19276	19395	218	62	19	2	0	6	0	0	0	0	15334	16575	189	29
1	19	2	1	8	0	0	0	0	16730	16831	221	38	16	3	0	9	0	0	0	0	17540	18057	204	59
1	118	2	1	4	0	0	0	0	15184	17480	201	52	20	4	0	4	0	0	0	0	16009	18096	210	52
1	15	2	0	4	0	0	0	0	15523	17886	228	53	18	3	1	5	1	1	0	1	17995	17712	243	49
1	16	5	1	6	0	0	0	0	18072	19281	281	46	17	4	0	4	1	1	0	0	15054	17961	223	58
0	14	1	1	9	2	1	1	0	16839	17851	192	51	16	3	0	8	0	0	0	0	16964	18813	211	58
1	17	3	0	6	0	0	0	0	16047	17256	218	43	15	5	1	6	2	1	1	0	16179	17586	218	64
0	16	5	0	1	1	0	1	0	13840	17099	225	44	20	3	1	2	1	1	0	0	15971	19272	264	64
1	16	2	1	10	1	1	0	0	18588	18787	205	65	20	3	0	11	0	0	0	0	18156	17398	186	45
1	15	5	1	7	1	1	0	0	17301	19661	251	51	19	2	0	5	0	0	0	0	16301	18776	220	59
0	48	4	1	7	2	1	1	1	17669	18012	221	47	14	2	0	3	0	0	0	0	14744	16708	219	52
0	17	4	0	8	1	1	0	0	16786	19026	244	42	16	6	1	7	1	0	1	0	16903	18211	223	60
0	17	4	0	1	0	0	0	0	13806	15551	216	47	20	5	1	9	2	1	1	0	17951	19265	232	50
1	14	0	1	3	0	0	0	0	14735	18050	213	64	15	1	0	7	1	1	0	0	17218	19406	228	62
1	18	2	1	10	0	0	0	0	18059	18165	218	44	15	1	0	0	1	1	0	0	12835	15450	200	41
0	14	5	1	3	1	0	1	0	14759	17168	229	44	16	3	0	4	1	1	0	0	15688	18987	223	66
1	13	6	0	4	0	0	0	0	15809	19160	245	51	16	3	1	1	1	1	0	0	14590	17519	244	62
1	12	2	0	6	0	0	0	0	16889	17619	194	68	11	1	1	7	1	0	1	0	16356	16168	220	48
1	20	3	1	12	0	0	0	0	18713	19848	226	48	16	2	0	8	1	1	0	0	17358	18445	196	64
0	84	3	0	5	0	0	0	0	15819	18015	199	54	14	2	1	12	1	1	0	0	18995	20250	222	50
1	16	2	1	13	1	0	1	1	19547	17353	207	44	16	3	0	4	0	0	0	0	15580	16760	212	51
1	18	6	0	6	0	0	0	0	16827	18478	252	44	19	3	1	4	1	1	0	0	14736	15941	201	37
0	12	3	1	12	2	1	1	1	20668	20383	234	52	15	1	0	3	0	0	0	0	14901	17017	183	71
1	36	6	1	12	0	0	0	0	18460	18568	229	27	16	2	0	6	0	0	0	0	15486	15791	185	43
1	12	0	0	5	1	0	1	0	16063	17891	195	60	14	1	1	10	1	1	0	0	18431	19131	233	47
1	18	1	1	8	1	0	1	1	19558	20155	223	64	50	4	0	5	1	1	0	0	16120	17737	197	60
1	16	3	1	10	1	0	1	0	18868	19111	259	44	17	4	0	5	1	1	0	0	16407	18155	237	52
1	16	1	0	6	1	0	1	1	18625	19348	240	50	16	2	1	4	1	1	0	0	15462	18117	230	46
0	12	2	1	5	0	0	0	0	15930	15779	210	56	18	1	0	5	1	1	0	0	16025	17253	195	52
0	15	4	0	1	0	0	0	0	13401	16144	222	44	26	5	1	9	2	1	1	1	19055	18380	253	48
0	14	1	1	8	1	1	0	0	16889	16862	198	52	15	1	0	9	0	0	0	0	17585	18334	201	54
1	37	1	1	5	1	1	0	0	16871	19422	213	71	12	2	0	3	0	0	0	0	15563	18051	210	64
0	18	2	0	4	0	0	0	0	15470	17547	226	64	15	5	1	8	1	1	0	0	17846	19029	248	48
1	15	2	1	6	0	0	0	0	15909	16835	203	44	15	1	0	7	1	0	1	2	19088	18909	253	41
0	55	7	0	3	1	0	1	0	14996	16984	221	47	20	5	1	4	1	1	0	0	15440	16744	197	42
1	13	6	1	8	1	1	0	1	18791	18424	254	52	63	2	0	6	0	0	0	0	15802	17174	188	40
0	11	1	0	6	0	0	0	0	15805	18656	216	56	14	4	1	6	1	1	0	0	16939	17716	239	48
1	17	4	0	8	1	1	0	0	17541	18201	216	52	128	2	1	10	0	0	0	0	18403	17270	219	46
1	56	4	0	0	1	1	0	0	14439	17416	264	45	19	22	1	6	0	0	0	0	17135	19871	250	48
0	16	0	1	4	0	0	0	0	14939	17241	195	68	38	3	0	9	2	1	1	1	19782	19547	227	63
1	13	1	1	13	1	0	1	0	19399	17635	226	34	17	2	0	8	1	1	0	0	17051	15520	192	45
0	17	8	0	2	0	0	0	0	14667	16353	230	44	19	5	1	6	0	0	0	0	17606	18676	246	72
1	15	3	1	10	1	0	1	0	17802	19007	222	34	13	4	0	3	0	0	0	0	14634	16097	198	52
0	42	4	1	9	0	0	0	0	18446	19613	216	60	13	2	0	6	1	1	0	0	16246	18006	218	56
0	16	0	0	6	0	0	0	0	15779	17436	186	31	14	3	1	7	2	1	1	0	16998	18173	242	52
0	19	3	1	2	0	0	0	0	14695	16615	222	49	17	2	0	7	1	1	0	0	16935	20929	249	77
1	46	1	0	1	1	0	1	0	14206	17314	218	64	16	14	1	8	1	1	0	0	17061	18917	228	56
1	17	1	1	11	1	1	0	0	19967	19474	246	68	16	1	0	2	0	0	0	0	14080	15252	209	44
1	15	2	1	5	2	1	1	1	17284	16215	185	56	13	2	0	4	0	0	0	0	15169	16422	215	38
1	13	1	0	5	1	1	0	0	15424	16777	218	48	14	2	1	8	0	0	0	0	17092	17643	191	52
0	14	0	1	8	0	0	0	0	16729	16290	198	44	14	2	0	12	1	1	0	0	18558	17422	202	40
0	13	5	0	6	0	0	0	0	15450	17448	207	31	16	0	1	9	0	0	0	0	17439	18747	213	36
1	18	2	0	6	2	1	1	0	16814	18759	231	59	17	0	1	2	0	0	0	0	15295	17655	234	52
1	21	4	1	8	2	1	1	0	18230	20125	246	65	17	6	0	4	0	0	0	0	15603	18366	241	52
1	17	2	1	8	1	1	0	0	16843	17489	204	40	17	2	0	4	1	0	1	0	14645	17479	206	43
0	15	2	1	10	1	1	0	0	17916	17579	182	61	20	2	0	14	0	0	0	0	20353	18934	175	54
0	15	2	0	10	0	0	0	0	17318	17449	212	52	12	4	1	15	2	1	1	0	20393	19457	214	52
1	13	4	0	12	1	1	0	0	18608	19209	215	56	15	1	1	7	0	0	0	0	16784	17653	222	43
1	34	6	1	6	0	0	0	0	16240	16345	200	51	17	5	0	3	0	0	0	0	14069	15385	193	47
1	21	1	0	11	1	0	1	1	20109	18733	211	51	15	2	1	8	0	0	0	0	17409	17270	231	40
0	15	5	0	6	1	1	0	0	15977	16880	206	47	55	2	1	8	0	0	0	0	16565	18022	220	44
0	14	4	0	3	1	0	1	0	14511	14800	158	59	38	2	1	16	1	1	0	0	21398	20373	248	57
1	19	3	0	5	1	1	0	0	16250	18390	208	68	17	4	1	4	0	0	0	0	15080	16975	205	36
0	21	6	1	4	2	1	1	0	16427	18982	250	59	19	4	0	5	0	0	0	0	16769	19605	247	63
1	22	2	1	9	0	0	0	0	18398	17918	202	47	44	4	0	11	1	1	0	0	17163	18188	197	48
1	39	3	0	4	1	1	0	0	15240	17092	196	60	13	1	1	7	0	0	0	0	16320	18454	220	47
1	17	3	0	6	0	0	0	0	17262	18939	222	64	21	2	1	6	1	1	0	0	15891	16718	195	48
1	13	1	1	2	1	1	0	0	14804	17557	233	48	18	0	0	4	0	0	0	0	15748	18611	222	68
0	15	0	0	3	0	0	0	0	14921	15556	196	54	14	2	1	12	1	1	0	0	18561	19038	210	58
0	15	1	0	7	1	0	1	0	15523	16556	179	46	18	1	1	12	1	1	0	0	19348	17942	217	60
1	17	2	0	6	1	1	0	0	16623	18012	243	48	16	3	1	4	1	0	1	0	16025	18468	224	56
1	16	2	1	14	1	0	1	1	21070	19275	219	46	15	2	0	8	1	1	0	0	16804	17199	191	49
0	16	3	1	7	1	1	0	0	16907	18706	213	46	15	0	0	8	0	0	0	0	16935	18734	227	48
1	52	2	1	11	1	1	0	0	18003	18657	213	51	14	0	0	6	0	0	0	0	15356	15709	187	40
0	13	1	0	7	1	1	0	0	17124	17615	228	43	35	2	1	11	0	0	0	0	18689	17788	173	58
1	21	2	1	16	2	1	1	0	19099	18143	183	40	14	0	0	5	0	0	0	0	15432	16533	200	56
1	19	3	1	4	0	0	0	0	15538	18054	223	57	33	3	0	5	0	0	0	0	15988	18903	189	56
0	12	2	0	4	1	0	1	0	15583	17671	210	56	19	4	1	7	1	1	0	0	16691	18241	215	56
1	18	5	0	10	0	0	0	0	16982	17597	187	46	18	1	1	6	0	0	0	0	15889	16827	222	44
0	54	3	0	7	0	0	0	0	16238	17694	202	50	11	4	1	8	1	1	0	0	17220	16253	185	64
0	60	2	1	6	0	0	0	0	16641	19419	202	75	13	2	0	5	1	1	0	0	16532	18051	217	59
1	18	2	0	9	0	0	0	0	17318	19732	221	52	14	2	1	5	0	0	0	0	16152	17833	225	46
0	39	0	0	7	1	1	0	0	16438	17815	214	37	14	1	1	6	1	0	1	0	16808	19496	234	51
1	12	4	1	6	1	1	0	0	16081	18269	232	36	37	2	0	4	0	0	0	0	15425	17716	205	52
1	58	7	0	5	0	0	0	0	16385	18788	222	68	28	3	1	2	1	1	0	0	14964	17691	215	61
0	14	7	1	8	0	0	0	0	17113	18861	245	47	18	4	0	5	1	1	0	0	15937	17561	225	52
0	10	0	0	2	0	0	0	0	13016	13166	167	44	13	1	1	7	2	1	1	2	19885	19531	243	48
0	39	2	1	5	0	0	0	0	15863	17499	228	46	20	2	0	9	1	1	0	0	16980	18263	213	42
1	18	4	1	5	2	1	1	1	17843	17948	243	48	14	3	0	6	0	0	0	0	15948	18172	207	47
1	15	1	1	6	1	0	1	0	16421	16972	207	52	38	4	0	3	1	1	0	0	15485	17469	231	60
0	31	3	0	2	0	0	0	0	15739	18212	256	53	16	1	1	7	1	1	0	0	16996	18303	234	48
0	13	1	1	7	0	0	0	0	17181	18170	231	51	17	1	0	7	2	1	1	0	16914	18008	220	56
0	19	6	0	5	1	1	0	0	16534	18294	260	44	31	3	1	4	0	0	0	0	16403	18907	233	64
0	78	2	0	6	1	1	0	1	18084	19140	228	48	13	2	1	6	1	0	1	0	15945	18593	201	59
1	41	5	0	7	1	1	0	0	17094	17903	205	44	20	4	1	6	0	0	0	0	16569	17859	225	48
0	15	2	1	10	1	1	0	1	18911	18311	205	48	15	1	0	3	1	0	1	0	14576	16934	192	50
1	18	3	1	13	1	0	1	0	18928	19725	227	55	40	3	0	3	0	0	0	0	14744	16031	180	57
1	14	2	1	12	1	0	1	0	19266	19920	236	44	17	3	0	5	0	0	0	0	15904	17286	204	44
0	123	2	0	1	0	0	0	0	14415	17028	238	47	23	3	1	7	0	0	0	0	16949	20059	233	60
1	13	6	1	15	1	0	1	0	19987	19679	194	44	16	1	0	4	1	1	0	0	15182	15871	194	45
1	31	1	1	11	1	1	0	0	18464	18681	234	54	17	1	0	9	0	0	0	0	17205	17227	192	47
0	15	3	1	7	0	0	0	0	17467	19153	244	48	36	3	0	5	0	0	0	0	16168	18274	241	43
0	13	0	0	3	1	0	1	0	14686	17187	228	44	16	2	1	5	1	1	0	0	16278	19304	247	47
1	15	3	1	6	1	1	0	0	17202	19917	229	64	83	0	0	3	0	0	0	0	15842	17643	220	52
1	44	4	0	5	0	0	0	0	15810	18914	208	56	16	15	1	5	1	1	0	0	16676	18526	253	51
1	14	2	0	8	0	0	0	0	18886	20642	240	72	17	0	1	5	0	0	0	0	15252	17083	175	50
1	17	2	1	4	0	0	0	0	16668	18572	261	51	37	2	0	3	0	0	0	0	15267	18487	203	70
0	13	5	0	2	0	0	0	0	13794	15813	190	55	41	2	1	11	1	1	0	0	17986	19797	220	56
1	15	1	1	12	0	0	0	0	19292	18153	210	34	17	1	0	5	1	1	0	0	14651	15862	172	52
0	15	3	1	9	1	1	0	0	17004	17216	185	44	14	1	0	6	0	0	0	0	14751	16444	163	44
1	24	3	1	7	2	1	1	0	17231	17207	240	47	13	0	0	2	0	0	0	0	14028	15377	186	52
1	18	4	1	8	2	1	1	1	19383	21403	271	59	12	2	0	1	0	0	0	0	14727	17627	249	58
1	20	1	1	7	1	1	0	0	16417	17202	205	56	11	2	0	6	0	0	0	0	16256	17072	209	60
1	37	4	0	6	0	0	0	0	17281	18317	228	53	13	6	1	6	1	1	0	0	17346	18750	246	55
0	18	2	0	5	0	0	0	0	15195	16429	187	59	33	0	1	7	0	0	0	1	17734	18066	223	40
1	14	0	1	6	0	0	0	0	15091	14181	172	48	10	1	0	10	1	1	0	0	17714	17617	211	49
1	13	3	1	11	1	1	0	0	18456	19034	214	60	49	0	0	4	0	0	0	0	15732	16864	218	61
1	13	1	1	7	1	1	0	0	17196	18109	204	60	14	2	0	2	0	0	0	0	15019	17923	237	68
0	18	0	0	5	0	0	0	0	15534	15681	209	43	17	2	1	11	0	0	0	0	18374	17041	198	57
0	18	4	0	5	1	0	1	0	15067	17908	201	49	20	6	1	6	1	1	0	0	17785	18908	238	64
0	38	2	1	6	1	1	0	0	15295	15416	157	40	18	5	0	8	1	0	1	2	18078	17433	213	40
0	19	3	0	8	0	0	0	0	18501	17881	207	60	74	2	1	12	1	1	0	0	19440	20478	214	52
0	15	6	0	4	0	0	0	0	15119	16068	201	28	13	2	1	10	0	0	0	0	18889	19027	213	59
0	14	0	1	4	0	0	0	0	15294	16497	202	63	13	0	0	11	0	0	0	0	18736	19412	221	56
1	20	8	1	10	1	0	1	0	18099	18678	203	44	41	5	0	6	0	0	0	0	14863	15214	163	36
1	15	4	1	7	0	0	0	0	16790	17505	193	60	11	3	0	8	0	0	0	0	16408	17569	208	44
1	21	0	1	6	0	0	0	0	17467	18794	238	60	18	0	0	5	0	0	0	0	15332	16896	194	56
0	34	4	0	6	1	0	1	0	16338	18577	223	64	17	3	1	7	1	1	0	0	16862	18109	209	41
1	14	3	1	4	1	1	0	0	15471	15785	192	53	18	2	0	10	0	0	0	0	18504	19560	207	64
0	17	5	0	3	1	1	0	0	14322	16812	186	60	21	4	1	7	1	0	1	0	17763	18544	227	48
1	16	2	1	9	1	1	0	0	18266	19178	254	54	16	2	0	3	0	0	0	0	14906	17485	235	48
1	17	2	1	16	1	1	0	1	22697	21092	254	51	12	1	0	3	0	0	0	0	14144	16219	166	48
1	13	0	1	7	0	0	0	0	16538	17488	204	55	17	1	0	9	1	1	0	0	17109	17889	222	40
0	8	1	0	6	0	0	0	0	16373	18479	221	40	15	1	1	8	2	1	1	0	18400	18593	235	36
1	60	5	1	3	0	0	0	0	15029	16462	244	41	26	3	0	4	1	1	0	0	15058	17243	207	55
0	14	0	0	5	1	1	0	0	15412	17055	180	51	23	0	1	5	1	0	1	0	16121	17713	231	43
1	10	4	1	7	0	0	0	0	16478	18363	224	71	16	1	0	5	1	1	0	0	15771	19151	225	60
0	40	2	1	6	0	0	0	0	17488	19282	243	65	18	1	0	3	0	0	0	0	15053	18043	237	50
0	13	4	1	9	0	0	0	0	18105	18937	254	51	38	3	0	4	0	0	0	0	15478	17611	216	56
1	12	1	1	12	1	1	0	0	17465	18926	176	53	17	2	0	5	0	0	0	0	15497	17753	197	57
0	17	2	0	1	0	0	0	0	14735	18220	234	63	47	5	1	3	1	1	0	0	15400	18557	227	65
1	39	1	0	1	1	0	1	0	14529	17127	218	56	74	13	1	10	0	0	0	0	17459	19021	207	44
0	17	1	0	2	1	0	1	0	14311	17028	217	56	43	5	1	10	1	1	0	1	20132	20258	251	68
1	16	4	1	2	2	1	1	0	14820	17885	211	64	17	2	0	7	0	0	0	0	17317	20285	260	56
1	26	1	1	15	2	1	1	2	23701	21188	239	70	12	1	0	3	0	0	0	0	14838	15777	197	44
0	13	2	0	3	0	0	0	0	15078	17979	219	48	30	2	1	7	1	1	0	0	16901	18789	225	57
1	64	3	0	4	1	0	1	0	15844	17574	225	52	17	3	1	3	1	1	0	0	14697	17320	186	68
0	16	5	0	4	2	1	1	0	14285	16387	182	52	17	4	1	11	0	0	0	0	18462	18027	209	45
1	18	0	0	6	1	1	0	0	15596	15360	197	26	18	1	1	9	1	0	1	1	18196	17472	185	52
1	18	2	1	10	1	1	0	0	18089	19431	235	43	11	1	0	4	0	0	0	0	15393	16979	196	51
1	14	4	1	8	2	1	1	0	18320	19311	268	55	15	2	0	5	0	0	0	0	14907	17008	151	44
0	37	4	0	0	0	0	0	0	12837	15086	196	36	20	3	1	10	2	1	1	0	18206	20279	242	47
0	18	2	1	7	1	1	0	0	16135	17299	216	43	17	2	0	6	0	0	0	0	16288	18404	241	52
0	18	3	0	1	0	0	0	0	13599	15596	229	32	16	3	1	9	0	0	0	0	18630	20807	241	71
1	56	4	0	2	0	0	0	0	14732	17531	210	52	13	10	1	5	1	1	0	0	16193	18330	240	55
0	14	3	0	3	0	0	0	0	15529	17787	237	46	18	2	1	5	1	1	0	0	16051	19160	222	60
0	14	5	1	6	1	1	0	0	15909	17578	208	43	14	2	0	3	0	0	0	0	15652	18703	233	80
0	21	1	1	6	0	0	0	0	15953	18137	207	60	13	2	0	2	1	1	0	0	14457	16679	201	51
0	16	1	0	9	0	0	0	0	17867	17671	218	49	15	6	1	12	0	0	0	0	19221	18469	214	42
0	18	2	1	5	0	0	0	0	16324	17343	216	44	14	2	0	6	0	0	0	0	17007	18019	248	52
0	20	1	0	1	0	0	0	0	13006	14750	201	44	18	1	1	8	2	1	1	1	19898	20121	233	76
0	24	4	0	4	0	0	0	0	16165	17638	220	44	40	5	1	9	1	1	0	0	18328	18377	213	56
0	33	4	0	4	1	1	0	0	14205	15571	204	19	18	1	1	7	0	0	0	0	18667	19024	269	57
1	15	11	1	6	0	0	0	0	16882	17922	204	43	43	3	0	11	0	0	0	0	18941	20267	220	56
1	46	3	0	5	0	0	0	0	14871	16941	180	47	20	1	1	7	1	1	0	0	16553	17504	191	36
1	13	8	1	12	2	1	1	1	20860	21006	268	65	17	2	0	2	0	0	0	0	12833	13385	165	36
1	34	5	1	2	0	0	0	0	15379	18530	238	57	12	7	0	1	0	0	0	0	14384	16881	232	49
1	18	2	1	5	1	1	0	0	15814	17846	240	52	34	2	0	2	0	0	0	0	14802	17655	229	51
0	40	4	0	9	0	0	0	0	17252	18777	205	48	30	3	1	10	0	0	0	0	18539	18783	217	47
0	14	3	1	8	0	0	0	0	16451	16842	191	34	38	2	0	6	0	0	0	0	16092	17614	195	51
1	116	2	0	10	0	0	0	0	16991	16213	180	36	13	3	1	8	0	0	0	0	16188	15723	177	40
0	14	0	0	2	1	1	0	0	14695	17395	223	63	16	1	1	9	0	0	0	0	18121	19934	236	44
1	18	1	1	4	0	0	0	0	16333	18597	244	64	14	2	0	4	1	0	1	0	15018	17195	206	50
1	17	3	1	9	0	0	0	0	17875	17347	212	45	15	3	0	8	0	0	0	0	16704	18188	190	49
1	14	0	0	9	1	1	0	0	18912	20086	244	70	10	0	1	5	0	0	0	0	14942	17268	210	29
1	21	4	0	5	0	0	0	1	16791	17929	225	48	9	1	1	7	1	1	0	0	16309	17312	207	58
0	38	4	1	4	1	0	1	0	15198	17307	214	50	17	3	0	7	1	1	0	0	17288	19495	222	71
1	12	4	1	10	0	0	0	0	18156	19293	238	48	20	3	0	6	0	0	0	0	16104	18209	240	40
1	15	3	0	8	0	0	0	0	18334	19209	232	40	37	1	1	3	1	1	0	0	14564	17653	195	59
0	64	2	1	6	0	0	0	0	16054	17023	202	52	15	4	0	7	1	1	0	0	16903	17626	215	46
1	13	1	1	8	1	0	1	1	18271	18004	223	46	13	0	0	7	1	1	0	0	16615	17909	226	54
0	17	2	0	5	0	0	0	0	15645	16821	203	42	18	3	1	11	1	1	0	0	17973	18345	209	40
1	17	3	1	6	1	1	0	0	17816	20228	244	61	13	1	0	0	0	0	0	0	13139	15640	216	39
1	15	1	0	4	1	1	0	0	15237	17965	205	60	49	3	1	3	1	0	1	0	14513	15940	206	32
1	12	7	1	5	1	0	1	0	15740	17908	220	48	18	1	0	3	1	1	0	0	14586	16937	225	56
0	20	1	0	6	1	1	0	0	15949	17392	198	42	13	1	1	2	0	0	0	0	15030	17428	211	57
1	16	4	0	7	0	0	0	0	17250	18870	255	55	15	2	1	7	0	0	0	0	17090	17871	231	52
0	17	2	1	7	1	1	0	0	17191	17267	206	48	14	1	0	7	0	0	0	0	17538	20020	212	68
1	12	4	0	5	0	0	0	0	17512	20540	283	67	13	0	1	1	1	1	0	0	14390	17264	244	40
0	11	1	1	3	0	0	0	0	15336	17953	253	43	14	1	0	4	1	0	1	0	16097	17963	219	52
0	15	1	0	3	1	1	0	0	14143	15352	205	46	14	3	1	14	1	0	1	0	20588	19681	209	66
1	17	2	1	5	0	0	0	0	16092	18020	222	47	15	0	0	5	1	1	0	0	15830	17409	191	62
1	17	5	1	8	1	0	1	0	17505	19027	236	48	18	2	0	7	1	1	0	0	16491	18177	201	60
0	17	1	1	4	0	0	0	0	15005	17143	213	47	12	2	0	6	2	1	1	0	16027	18396	230	43
0	53	5	0	5	0	0	0	0	15189	17359	195	48	18	3	1	11	1	1	0	1	20096	20060	250	51
0	14	1	0	8	0	0	0	0	16945	18652	218	53	26	1	1	5	0	0	0	0	14967	16716	188	44
0	20	3	1	12	0	0	0	0	18269	16542	198	35	17	3	0	10	0	0	0	0	17237	17159	202	36
1	18	5	0	4	1	0	1	0	16697	19455	235	60	89	5	1	2	1	1	0	0	13898	16490	200	44
0	16	2	1	4	1	1	0	0	15179	16562	220	49	43	2	0	8	0	0	0	0	18146	20771	266	54
0	13	2	1	3	1	1	0	0	14664	16863	218	41	18	2	0	4	1	0	1	0	16434	18139	219	63
1	14	2	1	6	1	1	0	0	17375	17881	225	55	50	4	0	5	0	0	0	0	15550	17638	199	44
1	12	4	0	9	1	1	0	0	17524	18825	258	30	16	1	1	4	0	0	0	0	14760	16704	208	34
